Algorithm: FIFO
215D (035D): 00(0)
31A8 (58A8): 00(0)
BF3B (1B3B): CE(-50)
9926 (3726): 26(38)
3CDA (04DA): 0F(15)
C035 (0535): 00(0)
1E33 (3333): 8C(-116)
A826 (4426): 2A(42)
EC52 (0652): 3B(59)
2415 (3215): 00(0)
BA5A (685A): 2E(46)
ABC5 (07C5): 00(0)
A418 (3118): 00(0)
6B44 (3844): 00(0)
61A7 (08A7): 69(105)
CADD (73DD): 00(0)
8516 (1A16): 21(33)
FE83 (3483): A0(-96)
EA33 (6A33): 8C(-116)
243D (323D): 00(0)
4FC4 (09C4): 00(0)
AF3C (173C): 00(0)
C730 (0A30): 00(0)
2957 (0B57): 55(85)
E197 (2697): 65(101)
5A9B (3A9B): A6(-90)
6A5B (7A5B): 96(-106)
A740 (1140): 00(0)
E36B (0C6B): DA(-38)
92E6 (28E6): 24(36)
47FA (75FA): 11(17)
52F6 (51F6): 14(20)
2ECF (0DCF): B3(-77)
BD0A (0E0A): 2F(47)
2B1C (0F1C): 00(0)
775D (105D): 00(0)
5B9D (119D): 00(0)
C2B7 (12B7): AD(-83)
7550 (1350): 00(0)
BBC1 (46C1): 00(0)
1B2D (6C2D): 00(0)
08FD (52FD): 00(0)
1E38 (3338): 00(0)
7A1C (141C): 00(0)
42AF (15AF): AB(-85)
22EC (16EC): 00(0)
26C9 (17C9): 00(0)
B1FB (18FB): 7E(126)
2F4B (194B): D2(-46)
Page Fault Rate:	0.3625%
TLB Hit Rate:		0.0351%
